,symbol,peer
59364,CNT.TO,YRB.TO
59365,CNT.TO,ECU.V
59366,CNT.TO,EOX.TO
59367,CNT.TO,AQA.TO
59368,CNT.TO,MSV.TO
59369,CNT.TO,SVB.TO
59370,CNT.TO,SAM.TO
59371,CRP.TO,G.TO
59372,CRP.TO,PFB.TO
59373,CRP.TO,DYA.TO
59374,CRP.TO,HPS-A.TO
59375,CRP.TO,EFL.TO
59376,CRP.TO,BUI.TO
59377,CRP.TO,PMTS.TO
59378,CRP.TO,VLN.TO
59379,CRP.TO,FTG.TO
59380,CRP.TO,BMO-PF.TO
59381,GIB-A.TO,CSU.TO
59382,GIB-A.TO,OTEX.TO
59383,GIB-A.TO,CDAY.TO
59384,GIB-A.TO,NVEI.TO
59385,GIB-A.TO,LSPD.TO
59386,GIB-A.TO,DSG.TO
59387,GIB-A.TO,BB.TO
59388,GIB-A.TO,KXS.TO
59389,GIB-A.TO,ENGH.TO
59390,GIB-A.TO,DND.TO
59391,CIA.TO,EQX.TO
59392,CIA.TO,STLC.TO
59393,CIA.TO,SJ.TO
59394,CIA.TO,UFS.TO
59395,CIA.TO,HBM.TO
59396,CIA.TO,LUG.TO
59397,CIA.TO,LIF.TO
59398,CIA.TO,OR.TO
59399,CIA.TO,MX.TO
59400,CIA.TO,PVG.TO
59401,CSH-UN.TO,SMU-UN.TO
59402,CSH-UN.TO,CRR-UN.TO
59403,CSH-UN.TO,DIR-UN.TO
59404,CSH-UN.TO,TCN.TO
59405,CSH-UN.TO,NWH-UN.TO
59406,CSH-UN.TO,AIF.TO
59407,CSH-UN.TO,IIP-UN.TO
59408,CSH-UN.TO,KMP-UN.TO
59409,CSH-UN.TO,BEI-UN.TO
59410,CSH-UN.TO,CUF-UN.TO
59411,CHE-UN.TO,AR.TO
59412,CHE-UN.TO,VGCX.TO
59413,CHE-UN.TO,WEF.TO
59414,CHE-UN.TO,TKO.TO
59415,CHE-UN.TO,NUAG.TO
59416,CHE-UN.TO,ROXG.TO
59417,CHE-UN.TO,AYM.TO
59418,CHE-UN.TO,CWX.TO
59419,CHE-UN.TO,ALS.TO
59420,CHE-UN.TO,CMMC.TO
59421,CHW.TO,CM-PR.TO
59422,CHW.TO,XAU.TO
59423,CHW.TO,PBY-UN.TO
59424,CHW.TO,LBS.TO
59425,CHW.TO,FTN.TO
59426,CHW.TO,DGS.TO
59427,CHW.TO,FXC.TO
59428,CHW.TO,SBC.TO
59429,CHW.TO,VB.TO
59430,CHW.TO,FAP.TO
59431,CGG.TO,NGD.TO
59432,CGG.TO,RFP.TO
59433,CGG.TO,PRU.TO
59434,CGG.TO,FVI.TO
59435,CGG.TO,TXG.TO
59436,CGG.TO,CAS.TO
59437,CGG.TO,LGO.TO
59438,CGG.TO,SIL.TO
59439,CGG.TO,SEA.TO
59440,CGG.TO,NEXA.TO
59441,CHP-UN.TO,HR-UN.TO
59442,CHP-UN.TO,SRU-UN.TO
59443,CHP-UN.TO,GRT-UN.TO
59444,CHP-UN.TO,CRT-UN.TO
59445,CHP-UN.TO,AP-UN.TO
59446,CHP-UN.TO,CIGI.TO
59447,CHP-UN.TO,CSH-UN.TO
59448,CHP-UN.TO,SMU-UN.TO
59449,CHP-UN.TO,CRR-UN.TO
59450,CHP-UN.TO,DIR-UN.TO
59451,CHR.TO,HDI.TO
59452,CHR.TO,EVT.TO
59453,CHR.TO,ALC.TO
59454,CHR.TO,CGY.TO
59455,CHR.TO,MAL.TO
59456,CHR.TO,HRX.TO
59457,CHR.TO,AFN.TO
59458,CHR.TO,LGT-B.TO
59459,CHR.TO,WJX.TO
59460,CHR.TO,PYR.TO
59461,CIX.TO,MIC.TO
59462,CIX.TO,ELF.TO
59463,CIX.TO,FN.TO
59464,CIX.TO,GLXY.TO
59465,CIX.TO,CWB.TO
59466,CIX.TO,EQB.TO
59467,CIX.TO,GSY.TO
59468,CIX.TO,ECN.TO
59469,CIX.TO,LB-PJ.TO
59470,CIX.TO,LB.TO
59471,MBA.TO,BR.TO
59472,MBA.TO,SWP.TO
59473,MBA.TO,GLG.TO
59474,MBA.TO,KPT.TO
59475,MBA.TO,GCL.TO
59476,MBA.TO,DC-A.TO
59477,MBA.TO,MAV.TO
59478,MBA.TO,WBR.TO
59479,MBA.TO,AHC.TO
59480,MBA.TO,HLF.TO
59481,CGX.TO,AT.TO
59482,CGX.TO,SCR.TO
59483,CGX.TO,RAY-B.TO
59484,CGX.TO,WILD.TO
59485,CGX.TO,EGLX.TO
59486,CGX.TO,MDF.TO
59487,CGX.TO,Y.TO
59488,CGX.TO,CJR-B.TO
59489,CGX.TO,PTS.TO
59490,CGX.TO,PNC-B.TO
59491,CPH.TO,AVCN.TO
59492,CPH.TO,HSM.TO
59493,CPH.TO,SZLS.TO
59494,CPH.TO,IN.TO
59495,CPH.TO,VIVO.TO
59496,CPH.TO,PMN.TO
59497,CPH.TO,DN.TO
59498,CPH.TO,MNOW.V
59499,CPH.TO,EPRX.TO
59500,CPH.TO,CTX.TO
59501,CVG.TO,SFC.TO
59502,CVG.TO,GCG.TO
59503,CVG.TO,GCG-A.TO
59504,CVG.TO,SEC.TO
59505,CVG.TO,TF.TO
59506,CVG.TO,CGI.TO
59507,CVG.TO,FSZ.TO
59508,CVG.TO,HUT.TO
59509,CVG.TO,CF.TO
59510,CVG.TO,AI.TO
59511,CKI.TO,OLY.TO
59512,CKI.TO,BK.TO
59513,CKI.TO,BGI-UN.TO
59514,CKI.TO,URB.TO
59515,CKI.TO,FFN.TO
59516,CKI.TO,FAP.TO
59517,CKI.TO,RBN-UN.TO
59518,CKI.TO,CXI.TO
59519,CKI.TO,PIC-A.TO
59520,CKI.TO,DF.TO
59521,CSM.TO,PPR.TO
59522,CSM.TO,PMT.TO
59523,CSM.TO,CET.TO
59524,CSM.TO,HE.TO
59525,CSM.TO,BRY.TO
59526,CSM.TO,MCB.TO
59527,CSM.TO,CPI.TO
59528,CSM.TO,SHLE.TO
59529,CSM.TO,SFD.TO
59530,CSM.TO,BNG.TO
59531,CNU.TO,TRP.TO
59532,CNU.TO,CNQ.TO
59533,CNU.TO,SU.TO
59534,CNU.TO,PPL-PQ.TO
59535,CNU.TO,PPL-PC.TO
59536,CNU.TO,PPL-PA.TO
59537,CNU.TO,IMO.TO
59538,CNU.TO,ENB.TO
59539,CNU.TO,PPL.TO
59540,CNU.TO,CVE.TO
59541,CCA.TO,QBR-B.TO
59542,CCA.TO,CGO.TO
59543,CCA.TO,CJR-B.TO
59544,CCA.TO,EGLX.TO
59545,CCA.TO,SCR.TO
59546,CCA.TO,CGX.TO
59547,CCA.TO,AT.TO
59548,CCA.TO,RAY-B.TO
59549,CCA.TO,WILD.TO
59550,CCA.TO,MDF.TO
59551,CGO.TO,CJR-B.TO
59552,CGO.TO,EGLX.TO
59553,CGO.TO,SCR.TO
59554,CGO.TO,CGX.TO
59555,CGO.TO,AT.TO
59556,CGO.TO,RAY-B.TO
59557,CGO.TO,WILD.TO
59558,CGO.TO,MDF.TO
59559,CGO.TO,Y.TO
59560,CGO.TO,PTS.TO
59561,GCL.TO,KPT.TO
59562,GCL.TO,DC-A.TO
59563,GCL.TO,MBA.TO
59564,GCL.TO,BR.TO
59565,GCL.TO,SWP.TO
59566,GCL.TO,GLG.TO
59567,GCL.TO,MAV.TO
59568,GCL.TO,WBR.TO
59569,GCL.TO,AHC.TO
59570,GCL.TO,HLF.TO
59571,CIGI.TO,REI-UN.TO
59572,CIGI.TO,AP-UN.TO
59573,CIGI.TO,GRT-UN.TO
59574,CIGI.TO,SRU-UN.TO
59575,CIGI.TO,CHP-UN.TO
59576,CIGI.TO,HR-UN.TO
59577,CIGI.TO,CRT-UN.TO
59578,CIGI.TO,FSV.TO
59579,CIGI.TO,CSH-UN.TO
59580,CIGI.TO,SMU-UN.TO
59581,CUF-UN.TO,BEI-UN.TO
59582,CUF-UN.TO,WIR-UN.TO
59583,CUF-UN.TO,KMP-UN.TO
59584,CUF-UN.TO,IIP-UN.TO
59585,CUF-UN.TO,AX-UN.TO
59586,CUF-UN.TO,WIR-U.TO
59587,CUF-UN.TO,MRC.TO
59588,CUF-UN.TO,AIF.TO
59589,CUF-UN.TO,NWH-UN.TO
59590,CUF-UN.TO,TCN.TO
59591,YCM.TO,TXT-UN.TO
59592,YCM.TO,WFS.TO
59593,YCM.TO,CDD-UN.TO
59594,YCM.TO,OSP.TO
59595,YCM.TO,FTU.TO
59596,YCM.TO,USF-UN.TO
59597,YCM.TO,SBN.TO
59598,YCM.TO,ENI-UN.TO
59599,YCM.TO,XMF-A.TO
59600,YCM.TO,MKZ-UN.TO
59601,CMG.TO,VCM.TO
59602,CMG.TO,PHO.TO
59603,CMG.TO,MOGO.TO
59604,CMG.TO,TCS.TO
59605,CMG.TO,QTRH.TO
59606,CMG.TO,EXF.TO
59607,CMG.TO,OPS.TO
59608,CMG.TO,SW.TO
59609,CMG.TO,ALYA.TO
59610,CMG.TO,PVT.V
59611,CPI.TO,MCB.TO
59612,CPI.TO,CET.TO
59613,CPI.TO,SHLE.TO
59614,CPI.TO,PMT.TO
59615,CPI.TO,CSM.TO
59616,CPI.TO,PPR.TO
59617,CPI.TO,SFD.TO
59618,CPI.TO,BNG.TO
59619,CPI.TO,HE.TO
59620,CPI.TO,BRY.TO
59621,CFF.TO,LN.TO
59622,CFF.TO,BBL-A.TO
59623,CFF.TO,MPVD.TO
59624,CFF.TO,DIAM.TO
59625,CFF.TO,GENM.TO
59626,CFF.TO,ANX.TO
59627,CFF.TO,VGZ.TO
59628,CFF.TO,EXN.TO
59629,CFF.TO,COG.TO
59630,CFF.TO,TSL.TO
59631,CSU.TO,GIB-A.TO
59632,CSU.TO,OTEX.TO
59633,CSU.TO,CDAY.TO
59634,CSU.TO,NVEI.TO
59635,CSU.TO,LSPD.TO
59636,CSU.TO,DSG.TO
59637,CSU.TO,BB.TO
59638,CSU.TO,KXS.TO
59639,CSU.TO,ENGH.TO
59640,CSU.TO,DND.TO
59641,CSW-A.TO,ADW-A.TO
59642,CSW-A.TO,RSI.TO
59643,CSW-A.TO,HLF.TO
59644,CSW-A.TO,AHC.TO
59645,CSW-A.TO,WBR.TO
59646,CSW-A.TO,MAV.TO
59647,CSW-A.TO,DC-A.TO
59648,CSW-A.TO,GCL.TO
59649,CSW-A.TO,KPT.TO
59650,CSW-A.TO,MBA.TO
59651,CJR-B.TO,EGLX.TO
59652,CJR-B.TO,SCR.TO
59653,CJR-B.TO,CGO.TO
59654,CJR-B.TO,CGX.TO
59655,CJR-B.TO,AT.TO
59656,CJR-B.TO,RAY-B.TO
59657,CJR-B.TO,WILD.TO
59658,CJR-B.TO,MDF.TO
59659,CJR-B.TO,Y.TO
59660,CJR-B.TO,PTS.TO
59661,KOR.TO,LGD.TO
59662,KOR.TO,USA.TO
59663,KOR.TO,PL.TO
59664,KOR.TO,BSX.TO
59665,KOR.TO,TMQ.TO
59666,KOR.TO,GPR.TO
59667,KOR.TO,NDM.TO
59668,KOR.TO,POM.TO
59669,KOR.TO,GAU.TO
59670,KOR.TO,MARI.TO
59671,CPG.TO,VII.TO
59672,CPG.TO,PXT.TO
59673,CPG.TO,NXE.TO
59674,CPG.TO,PSK.TO
59675,CPG.TO,WCP.TO
59676,CPG.TO,GEI.TO
59677,CPG.TO,MEG.TO
59678,CPG.TO,POU.TO
59679,CPG.TO,ERF.TO
59680,CPG.TO,VET.TO
59681,CTX.TO,VXL.V
59682,CTX.TO,IPCI.TO
59683,CTX.TO,IN.TO
59684,CTX.TO,CPH.TO
59685,CTX.TO,AVCN.TO
59686,CTX.TO,HSM.TO
59687,CTX.TO,SZLS.TO
59688,CTX.TO,VIVO.TO
59689,CTX.TO,PMN.TO
59690,CTX.TO,DN.TO
59691,CR.TO,PHX.TO
59692,CR.TO,TOT.TO
59693,CR.TO,SGQ.TO
59694,CR.TO,ESI.TO
59695,CR.TO,OBE.TO
59696,CR.TO,BNE.TO
59697,CR.TO,GXE.TO
59698,CR.TO,TGL.TO
59699,CR.TO,SGY.TO
59700,CR.TO,CFW.TO
59701,CRR-UN.TO,DIR-UN.TO
59702,CRR-UN.TO,SMU-UN.TO
59703,CRR-UN.TO,TCN.TO
59704,CRR-UN.TO,NWH-UN.TO
59705,CRR-UN.TO,CSH-UN.TO
59706,CRR-UN.TO,AIF.TO
59707,CRR-UN.TO,IIP-UN.TO
59708,CRR-UN.TO,KMP-UN.TO
59709,CRR-UN.TO,BEI-UN.TO
59710,CRR-UN.TO,CUF-UN.TO
59711,CRT-UN.TO,HR-UN.TO
59712,CRT-UN.TO,CHP-UN.TO
59713,CRT-UN.TO,CSH-UN.TO
59714,CRT-UN.TO,SRU-UN.TO
59715,CRT-UN.TO,GRT-UN.TO
59716,CRT-UN.TO,SMU-UN.TO
59717,CRT-UN.TO,CRR-UN.TO
59718,CRT-UN.TO,DIR-UN.TO
59719,CRT-UN.TO,TCN.TO
59720,CRT-UN.TO,NWH-UN.TO
59721,CXI.TO,PIC-A.TO
59722,CXI.TO,RBN-UN.TO
59723,CXI.TO,DF.TO
59724,CXI.TO,MID-UN.TO
59725,CXI.TO,ACD.TO
59726,CXI.TO,FFI-UN.TO
59727,CXI.TO,BGI-UN.TO
59728,CXI.TO,GDV.TO
59729,CXI.TO,BK.TO
59730,CXI.TO,LFE.TO
59731,CYB.TO,UNC.TO
59732,CYB.TO,SII.TO
59733,CYB.TO,EIT-UN.TO
59734,CYB.TO,CF.TO
59735,CYB.TO,TSU.TO
59736,CYB.TO,FSZ.TO
59737,CYB.TO,HCG.TO
59738,CYB.TO,CVG.TO
59739,CYB.TO,SFC.TO
59740,CYB.TO,FIH-U.TO
59741,DBO.TO,IMP.TO
59742,DBO.TO,NXJ.TO
59743,DBO.TO,RDL.TO
59744,DBO.TO,AJX.TO
59745,DBO.TO,BYL.TO
59746,DBO.TO,XCT.TO
59747,DBO.TO,PAT.TO
59748,DBO.TO,OPT.TO
59749,DBO.TO,PVT.V
59750,DBO.TO,ALYA.TO
59751,DCM.TO,AVP.TO
59752,DCM.TO,CWL.TO
59753,DCM.TO,HMM-A.TO
59754,DCM.TO,KLS.TO
59755,DCM.TO,DRX.TO
59756,DCM.TO,TCT-UN.TO
59757,DCM.TO,E.TO
59758,DCM.TO,MNT.TO
59759,DCM.TO,MNS.TO
59760,DCM.TO,AKMY.V
59761,DSG.TO,BB.TO
59762,DSG.TO,KXS.TO
59763,DSG.TO,ENGH.TO
59764,DSG.TO,DND.TO
59765,DSG.TO,MAXR.TO
59766,DSG.TO,LSPD.TO
59767,DSG.TO,DCBO.TO
59768,DSG.TO,NVEI.TO
59769,DSG.TO,REAL.TO
59770,DSG.TO,CLS.TO
59771,DRT.TO,IBG.TO
59772,DRT.TO,DIV.TO
59773,DRT.TO,CERV.TO
59774,DRT.TO,BDI.TO
59775,DRT.TO,AIM.TO
59776,DRT.TO,BMO-PF.TO
59777,DRT.TO,ISV.TO
59778,DRT.TO,VLN.TO
59779,DRT.TO,PMTS.TO
59780,DRT.TO,KBL.TO
59781,DIV.TO,IBG.TO
59782,DIV.TO,DRT.TO
59783,DIV.TO,CERV.TO
59784,DIV.TO,BDI.TO
59785,DIV.TO,BMO-PF.TO
59786,DIV.TO,VLN.TO
59787,DIV.TO,PMTS.TO
59788,DIV.TO,EFL.TO
59789,DIV.TO,DYA.TO
59790,DIV.TO,AIM.TO
59791,DFN.TO,AGF-B.TO
59792,DFN.TO,MKP.TO
59793,DFN.TO,AI.TO
59794,DFN.TO,FC.TO
59795,DFN.TO,HUT.TO
59796,DFN.TO,VB.TO
59797,DFN.TO,LBS.TO
59798,DFN.TO,CGI.TO
59799,DFN.TO,TF.TO
59800,DFN.TO,CM-PR.TO
59801,DF.TO,MID-UN.TO
59802,DF.TO,PIC-A.TO
59803,DF.TO,CXI.TO
59804,DF.TO,ACD.TO
59805,DF.TO,FFI-UN.TO
59806,DF.TO,RBN-UN.TO
59807,DF.TO,GDV.TO
59808,DF.TO,LFE.TO
59809,DF.TO,WCM-A.TO
59810,DF.TO,DS.TO
59811,DGS.TO,FTN.TO
59812,DGS.TO,PBY-UN.TO
59813,DGS.TO,FXC.TO
59814,DGS.TO,SBC.TO
59815,DGS.TO,XAU.TO
59816,DGS.TO,CHW.TO
59817,DGS.TO,FAP.TO
59818,DGS.TO,CM-PR.TO
59819,DGS.TO,FFN.TO
59820,DGS.TO,URB.TO
59821,DS.TO,WCM-A.TO
59822,DS.TO,CRWN.TO
59823,DS.TO,LFE.TO
59824,DS.TO,GDV.TO
59825,DS.TO,BSO-UN.TO
59826,DS.TO,LCS.TO
59827,DS.TO,MMP-UN.TO
59828,DS.TO,XTD.TO
59829,DS.TO,MBN.TO
59830,DS.TO,INC-UN.TO
59831,DOL.TO,WN.TO
59832,DOL.TO,SAP.TO
59833,DOL.TO,TPX-B.TO
59834,DOL.TO,MRU.TO
59835,DOL.TO,EMP-A.TO
59836,DOL.TO,L.TO
59837,DOL.TO,PBH.TO
59838,DOL.TO,PRMW.TO
59839,DOL.TO,MFI.TO
59840,DOL.TO,NWC.TO
59841,UFS.TO,HBM.TO
59842,UFS.TO,LUG.TO
59843,UFS.TO,LIF.TO
59844,UFS.TO,OR.TO
59845,UFS.TO,CIA.TO
59846,UFS.TO,EQX.TO
59847,UFS.TO,PVG.TO
59848,UFS.TO,CS.TO
59849,UFS.TO,STLC.TO
59850,UFS.TO,SJ.TO
59851,DII-B.TO,XTC.TO
59852,DII-B.TO,PZA.TO
59853,DII-B.TO,TBL.TO
59854,DII-B.TO,GBT.TO
59855,DII-B.TO,ABCT.TO
59856,DII-B.TO,CLIQ.TO
59857,DII-B.TO,BPF-UN.TO
59858,DII-B.TO,AW-UN.TO
59859,DII-B.TO,TWC.TO
59860,DII-B.TO,FOOD.TO
59861,DIR-UN.TO,CRR-UN.TO
59862,DIR-UN.TO,SMU-UN.TO
59863,DIR-UN.TO,TCN.TO
59864,DIR-UN.TO,NWH-UN.TO
59865,DIR-UN.TO,CSH-UN.TO
59866,DIR-UN.TO,AIF.TO
59867,DIR-UN.TO,IIP-UN.TO
59868,DIR-UN.TO,KMP-UN.TO
59869,DIR-UN.TO,BEI-UN.TO
59870,DIR-UN.TO,CUF-UN.TO
59871,D-UN.TO,DRM.TO
59872,D-UN.TO,MEQ.TO
59873,D-UN.TO,MRC.TO
59874,D-UN.TO,WIR-U.TO
59875,D-UN.TO,AX-UN.TO
59876,D-UN.TO,TNT-UN.TO
59877,D-UN.TO,MRG-UN.TO
59878,D-UN.TO,WFC.TO
59879,D-UN.TO,APR-UN.TO
59880,D-UN.TO,WIR-UN.TO
59881,DRM.TO,D-UN.TO
59882,DRM.TO,MEQ.TO
59883,DRM.TO,MRC.TO
59884,DRM.TO,WIR-U.TO
59885,DRM.TO,AX-UN.TO
59886,DRM.TO,TNT-UN.TO
59887,DRM.TO,MRG-UN.TO
59888,DRM.TO,WFC.TO
59889,DRM.TO,APR-UN.TO
59890,DRM.TO,MRD.TO
59891,DC-A.TO,GCL.TO
59892,DC-A.TO,KPT.TO
59893,DC-A.TO,MBA.TO
59894,DC-A.TO,MAV.TO
59895,DC-A.TO,BR.TO
59896,DC-A.TO,SWP.TO
59897,DC-A.TO,WBR.TO
59898,DC-A.TO,AHC.TO
59899,DC-A.TO,GLG.TO
59900,DC-A.TO,HLF.TO
59901,DPM.TO,NEXA.TO
59902,DPM.TO,SEA.TO
59903,DPM.TO,SIL.TO
59904,DPM.TO,OGC.TO
59905,DPM.TO,RFP.TO
59906,DPM.TO,NGD.TO
59907,DPM.TO,CGG.TO
59908,DPM.TO,SSL.TO
59909,DPM.TO,IMG.TO
59910,DPM.TO,PRU.TO
59911,DNG.TO,SAU.TO
59912,DNG.TO,FAR.TO
59913,DNG.TO,TML.TO
59914,DNG.TO,RTG.TO
59915,DNG.TO,TSL.TO
59916,DNG.TO,GDL.TO
59917,DNG.TO,COG.TO
59918,DNG.TO,LAM.TO
59919,DNG.TO,EXN.TO
59920,DNG.TO,AMM.TO
59921,ELF.TO,MIC.TO
59922,ELF.TO,FN.TO
59923,ELF.TO,GLXY.TO
59924,ELF.TO,CWB.TO
59925,ELF.TO,CIX.TO
59926,ELF.TO,EQB.TO
59927,ELF.TO,GSY.TO
59928,ELF.TO,ECN.TO
59929,ELF.TO,LB-PJ.TO
59930,ELF.TO,LB.TO
59931,ELR.TO,SLR.TO
59932,ELR.TO,AVL.TO
59933,ELR.TO,OMI.TO
59934,ELR.TO,DNT.TO
59935,ELR.TO,NZC.TO
59936,ELR.TO,PME.TO
59937,ELR.TO,ORV.TO
59938,ELR.TO,SRHI.TO
59939,ELR.TO,GMX.TO
59940,ELR.TO,FT.TO
59941,ECN.TO,GSY.TO
59942,ECN.TO,LB-PJ.TO
59943,ECN.TO,LB.TO
59944,ECN.TO,FIH-U.TO
59945,ECN.TO,HCG.TO
59946,ECN.TO,EQB.TO
59947,ECN.TO,TSU.TO
59948,ECN.TO,EIT-UN.TO
59949,ECN.TO,SII.TO
59950,ECN.TO,CYB.TO
59951,EVT.TO,ALC.TO
59952,EVT.TO,CGY.TO
59953,EVT.TO,CHR.TO
59954,EVT.TO,MAL.TO
59955,EVT.TO,HRX.TO
59956,EVT.TO,HDI.TO
59957,EVT.TO,LGT-B.TO
59958,EVT.TO,WJX.TO
59959,EVT.TO,AFN.TO
59960,EVT.TO,BDT.TO
59961,ECO.TO,WRN.TO
59962,ECO.TO,JOSE.TO
59963,ECO.TO,ITH.TO
59964,ECO.TO,GSV.TO
59965,ECO.TO,TV.TO
59966,ECO.TO,NEXT.TO
59967,ECO.TO,ARG.TO
59968,ECO.TO,GOLD.TO
59969,ECO.TO,MND.TO
59970,ECO.TO,FVL.TO
59971,ELD.TO,CG.TO
59972,ELD.TO,IFP.TO
59973,ELD.TO,ERO.TO
59974,ELD.TO,CS.TO
59975,ELD.TO,CEE.TO
59976,ELD.TO,PVG.TO
59977,ELD.TO,ORL.TO
59978,ELD.TO,MAG.TO
59979,ELD.TO,OR.TO
59980,ELD.TO,LIF.TO
59981,EFL.TO,PMTS.TO
59982,EFL.TO,VLN.TO
59983,EFL.TO,BMO-PF.TO
59984,EFL.TO,DYA.TO
59985,EFL.TO,BDI.TO
59986,EFL.TO,G.TO
59987,EFL.TO,CRP.TO
59988,EFL.TO,PFB.TO
59989,EFL.TO,CERV.TO
59990,EFL.TO,HPS-A.TO
59991,EFN.TO,STN.TO
59992,EFN.TO,BLDP.TO
59993,EFN.TO,FTT.TO
59994,EFN.TO,SNC.TO
59995,EFN.TO,AC.TO
59996,EFN.TO,BBU-UN.TO
59997,EFN.TO,TIH.TO
59998,EFN.TO,RBA.TO
59999,EFN.TO,MFC-PM.TO
60000,EFN.TO,CJT.TO
60001,EMA.TO,BEP-UN.TO
60002,EMA.TO,AQN.TO
60003,EMA.TO,H.TO
60004,EMA.TO,BIP-PD.TO
60005,EMA.TO,CU.TO
60006,EMA.TO,BIP-UN.TO
60007,EMA.TO,NPI.TO
60008,EMA.TO,BEPC.TO
60009,EMA.TO,ALA-PK.TO
60010,EMA.TO,ALA.TO
60011,EMP-A.TO,MRU.TO
60012,EMP-A.TO,TPX-B.TO
60013,EMP-A.TO,PBH.TO
60014,EMP-A.TO,SAP.TO
60015,EMP-A.TO,DOL.TO
60016,EMP-A.TO,WN.TO
60017,EMP-A.TO,PRMW.TO
60018,EMP-A.TO,MFI.TO
60019,EMP-A.TO,NWC.TO
60020,EMP-A.TO,JWEL.TO
60021,ENB.TO,CNU.TO
60022,ENB.TO,TRP.TO
60023,ENB.TO,CNQ.TO
60024,ENB.TO,SU.TO
60025,ENB.TO,PPL-PQ.TO
60026,ENB.TO,PPL-PC.TO
60027,ENB.TO,PPL-PA.TO
60028,ENB.TO,IMO.TO
60029,ENB.TO,PPL.TO
60030,ENB.TO,CVE.TO
60031,EDV.TO,BTO.TO
60032,EDV.TO,YRI.TO
60033,EDV.TO,TRQ.TO
60034,EDV.TO,FR.TO
60035,EDV.TO,SSRM.TO
60036,EDV.TO,PAAS.TO
60037,EDV.TO,CFP.TO
60038,EDV.TO,AGI.TO
60039,EDV.TO,NG.TO
60040,EDV.TO,MX.TO
60041,EDR.TO,SVM.TO
60042,EDR.TO,OLA.TO
60043,EDR.TO,SOLG.TO
60044,EDR.TO,OSK.TO
60045,EDR.TO,WDO.TO
60046,EDR.TO,BOS.TO
60047,EDR.TO,LGO.TO
60048,EDR.TO,CAS.TO
60049,EDR.TO,TXG.TO
60050,EDR.TO,FVI.TO
60051,EFX.TO,AAV.TO
60052,EFX.TO,IPCO.TO
60053,EFX.TO,TEV.TO
60054,EFX.TO,SES.TO
60055,EFX.TO,PSI.TO
60056,EFX.TO,CNE.TO
60057,EFX.TO,NVA.TO
60058,EFX.TO,U.TO
60059,EFX.TO,FEC.TO
60060,EFX.TO,AOI.TO
60061,EFR.TO,FRU.TO
60062,EFR.TO,DML.TO
60063,EFR.TO,BTE.TO
60064,EFR.TO,PEY.TO
60065,EFR.TO,BIR.TO
60066,EFR.TO,HWX.TO
60067,EFR.TO,MTL.TO
60068,EFR.TO,TVE.TO
60069,EFR.TO,PSI.TO
60070,ENI-UN.TO,MKZ-UN.TO
60071,ENI-UN.TO,SBN.TO
60072,ENI-UN.TO,HBL-UN.TO
60073,ENI-UN.TO,USF-UN.TO
60074,ENI-UN.TO,WFS.TO
60075,ENI-UN.TO,TXT-UN.TO
60076,ENI-UN.TO,PDV.TO
60077,ENI-UN.TO,YCM.TO
60078,ENI-UN.TO,CDD-UN.TO
60079,ENI-UN.TO,OSP.TO
60080,ERF.TO,VET.TO
60081,ERF.TO,POU.TO
60082,ERF.TO,MTL.TO
60083,ERF.TO,DML.TO
60084,ERF.TO,FRU.TO
60085,ERF.TO,MEG.TO
60086,ERF.TO,EFR.TO
60087,ERF.TO,BTE.TO
60088,ERF.TO,PEY.TO
60089,ERF.TO,BIR.TO
60090,ENGH.TO,DND.TO
60091,ENGH.TO,MAXR.TO
60092,ENGH.TO,KXS.TO
60093,ENGH.TO,DCBO.TO
60094,ENGH.TO,REAL.TO
60095,ENGH.TO,CLS.TO
60096,ENGH.TO,ET.TO
60097,ENGH.TO,TC.TO
60098,ENGH.TO,ABST.TO
60099,ENGH.TO,SW.TO
60100,ESI.TO,SGQ.TO
60101,ESI.TO,GXE.TO
60102,ESI.TO,TOT.TO
60103,ESI.TO,PHX.TO
60104,ESI.TO,SGY.TO
60105,ESI.TO,CR.TO
60106,ESI.TO,OBE.TO
60107,ESI.TO,BNE.TO
60108,ESI.TO,TGL.TO
60109,ESI.TO,CFW.TO
60110,ETG.TO,STGO.TO
60111,ETG.TO,AUMN.TO
60112,ETG.TO,HRT.TO
60113,ETG.TO,TLG.TO
60114,ETG.TO,VGZ.TO
60115,ETG.TO,GENM.TO
60116,ETG.TO,ASM.TO
60117,ETG.TO,TNX.TO
60118,ETG.TO,BBL-A.TO
60119,ETG.TO,CFF.TO
60120,EQB.TO,GSY.TO
60121,EQB.TO,ECN.TO
60122,EQB.TO,CWB.TO
60123,EQB.TO,GLXY.TO
60124,EQB.TO,LB-PJ.TO
60125,EQB.TO,LB.TO
60126,EQB.TO,FIH-U.TO
60127,EQB.TO,FN.TO
60128,EQB.TO,HCG.TO
60129,EQB.TO,TSU.TO
60130,ERD.TO,SBI.TO
60131,ERD.TO,AMM.TO
60132,ERD.TO,LAM.TO
60133,ERD.TO,GDL.TO
60134,ERD.TO,SBR.TO
60135,ERD.TO,GEO.TO
60136,ERD.TO,SAU.TO
60137,ERD.TO,DNG.TO
60138,ERD.TO,FAR.TO
60139,ERD.TO,TML.TO
60140,ESN.TO,IPO.TO
60141,ESN.TO,VLE.TO
60142,ESN.TO,PRQ.TO
60143,ESN.TO,JOY.TO
