,symbol,peer
0,CMCSA,NFLX
1,CMCSA,TMUS
2,CMCSA,CHTR
3,CMCSA,ABNB
4,CMCSA,ZM
5,CMCSA,ATVI
6,CMCSA,NTES
7,CMCSA,BIDU
8,CMCSA,VOD
9,CMCSA,ROKU
10,KMI,CNQ
11,KMI,PXD
12,KMI,MPC
13,KMI,PSX
14,KMI,E
15,KMI,SLB
16,KMI,SU
17,KMI,VLO
18,KMI,EOG
19,KMI,TRP
20,INTC,ADBE
21,INTC,CSCO
22,INTC,ASML
23,INTC,AVGO
24,INTC,TXN
25,INTC,QCOM
26,INTC,AMAT
27,INTC,INTU
28,INTC,NVDA
29,INTC,MU
30,MU,AMD
31,MU,LRCX
32,MU,INTU
33,MU,FISV
34,MU,AMAT
35,MU,ADSK
36,MU,ADI
37,MU,WDAY
38,MU,TEAM
39,MU,NXPI
40,GE,MMM
41,GE,DE
42,GE,LMT
43,GE,RTX
44,GE,CAT
45,GE,BA
46,GE,FDX
47,GE,UNP
48,GE,CNI
49,GE,ITW
50,BAC,MA
51,BAC,JPM
52,BAC,V
53,BAC,WFC
54,BAC,MS
55,BAC,RY
56,BAC,SCHW
57,BAC,BLK
58,BAC,TD
59,AAPL,MSFT
60,AAPL,NVDA
61,AAPL,ASML
62,AAPL,ADBE
63,AAPL,INTC
64,AAPL,CSCO
65,AAPL,AVGO
66,AAPL,TXN
67,AAPL,QCOM
68,AAPL,AMAT
69,MSFT,AAPL
70,MSFT,NVDA
71,MSFT,ASML
72,MSFT,ADBE
73,MSFT,INTC
74,MSFT,CSCO
75,MSFT,AVGO
76,MSFT,TXN
77,MSFT,QCOM
78,MSFT,AMAT
79,SIRI,DISH
80,SIRI,VIACA
81,SIRI,VIAC
82,SIRI,YNDX
83,SIRI,FOX
84,SIRI,FOXA
85,SIRI,ZG
86,SIRI,Z
87,SIRI,TTWO
88,HPQ,TEL
89,HPQ,APH
90,HPQ,GLW
91,HPQ,WIT
92,HPQ,PLTR
93,HPQ,PATH
94,HPQ,MSI
95,HPQ,STM
96,HPQ,PANW
97,HPQ,SNOW
98,CX,RPM
99,CX,ACH
100,CX,SID
101,CX,WLK
102,CX,CF
103,CX,SMG
104,CX,TECK
105,CX,SBSW
106,CX,MOS
107,CX,RS
108,CZR,TSCO
109,CZR,ETSY
110,CZR,OZON
111,CZR,PTON
112,CZR,DKNG
113,CZR,EXPE
114,CZR,ULTA
115,CZR,POOL
116,CZR,LI
117,CZR,LKQ
118,F,RACE
119,F,LVS
120,F,CVNA
121,F,HMC
122,F,APTV
123,F,CMG
124,F,DHI
125,F,STLA
126,F,YUM
127,F,VFC
128,AMD,MU
129,AMD,LRCX
130,AMD,INTU
131,AMD,FISV
132,AMD,AMAT
133,AMD,ADSK
134,AMD,ADI
135,AMD,WDAY
136,AMD,TEAM
137,AMD,NXPI
138,SNAP,TWLO
139,SNAP,RELX
140,SNAP,AMX
141,SNAP,AMOV
142,SNAP,SPOT
143,SNAP,BCE
144,SNAP,TWTR
145,SNAP,SE
146,SNAP,DASH
147,SNAP,PINS
148,FB,CMCSA
149,FB,NFLX
150,FB,GOOG
151,FB,GOOGL
152,FB,TMUS
153,FB,CHTR
154,FB,ABNB
155,FB,ZM
156,FB,ATVI
157,FB,NTES
158,WFC,MS
159,WFC,C
160,WFC,RY
161,WFC,SCHW
162,WFC,BLK
163,WFC,TD
164,WFC,HSBC
165,WFC,AXP
166,WFC,GS
167,WFC,LFC
168,AIG,BK
169,AIG,BCS
170,AIG,LYG
171,AIG,PRU
172,AIG,BBDO
173,AIG,BBD
174,AIG,MFC
175,AIG,TRV
176,AIG,CM
177,AIG,ITUB
178,T,VZ
179,T,SE
180,T,SNAP
181,T,TWLO
182,T,RELX
183,T,AMX
184,T,AMOV
185,T,SPOT
186,T,BCE
187,T,TWTR
188,C,MS
189,C,RY
190,C,SCHW
191,C,BLK
192,C,TD
193,C,HSBC
194,C,AXP
195,C,GS
196,C,LFC
197,C,WFC
198,VALE,CTA-PB
199,VALE,RIO
200,VALE,SHW
201,VALE,LIN
202,VALE,ECL
203,VALE,FCX
204,VALE,APD
205,VALE,BBL
206,VALE,SCCO
207,VALE,NEM
208,MS,C
209,MS,RY
210,MS,SCHW
211,MS,WFC
212,MS,BLK
213,MS,TD
214,MS,HSBC
215,MS,AXP
216,MS,GS
217,MS,LFC
218,JPM,V
219,JPM,MA
220,JPM,BAC
221,JPM,BRK-A
222,JPM,BRK-B
223,JPM,WFC
224,JPM,MS
225,JPM,RY
226,JPM,SCHW
227,ORCL,CRM
228,ORCL,ACN
229,ORCL,SAP
230,ORCL,SHOP
231,ORCL,IBM
232,ORCL,SONY
233,ORCL,SQ
234,ORCL,NOW
235,ORCL,FIS
236,ORCL,UBER
237,NKE,TM
238,NKE,MCD
239,NKE,LOW
240,NKE,DIS
241,NKE,TJX
242,NKE,GM
243,NKE,HD
244,NKE,CPNG
245,NKE,NIO
246,NKE,CCZ
247,PG,WMT
248,PG,KO
249,PG,UL
250,PG,PM
251,PG,BUD
252,PG,EL
253,PG,TGT
254,PG,DEO
255,PG,MO
256,PG,BTI
257,GSM,NXEO
258,GSM,HWKN
259,GSM,USLM
260,GSM,CSTE
261,GSM,USCR
262,GSM,PLL
263,GSM,MERC
264,GSM,ACET
265,GSM,ZEUS
266,GSM,GEVO
267,BBD,BBDO
268,BBD,MFC
269,BBD,PRU
270,BBD,TRV
271,BBD,BCS
272,BBD,MSCI
273,BBD,ALL
274,BBD,BBVA
275,BBD,AIG
276,BBD,AFL
277,PFE,ABT
278,PFE,ABBV
279,PFE,MRK
280,PFE,NVS
281,PFE,LLY
282,PFE,DHR
283,PFE,TMO
284,PFE,NVO
285,PFE,MDT
286,PFE,BMY
287,JD,SBUX
288,JD,BKNG
289,JD,MELI
290,JD,PDD
291,JD,TCOM
292,JD,MAR
293,JD,ROST
294,JD,LULU
295,JD,EBAY
296,JD,ORLY
297,NOK,KEYS
298,NOK,FTV-PA
299,NOK,EPAM
300,NOK,ANET
301,NOK,U
302,NOK,CAJ
303,NOK,PANW
304,NOK,FTV
305,NOK,STM
306,NOK,MSI
307,TWTR,BCE
308,TWTR,DASH
309,TWTR,SPOT
310,TWTR,PINS
311,TWTR,RBLX
312,TWTR,AMOV
313,TWTR,AMX
314,TWTR,RELX
315,TWTR,ORAN
316,TWTR,TWLO
317,AVGO,TXN
318,AVGO,QCOM
319,AVGO,CSCO
320,AVGO,INTC
321,AVGO,ADBE
322,AVGO,AMAT
323,AVGO,INTU
324,AVGO,MU
325,AVGO,ASML
326,AVGO,AMD
327,AMAT,INTU
328,AMAT,MU
329,AMAT,AMD
330,AMAT,LRCX
331,AMAT,QCOM
332,AMAT,FISV
333,AMAT,TXN
334,AMAT,ADSK
335,AMAT,AVGO
336,AMAT,ADI
337,ZNGA,PLTK
338,ZNGA,IQ
339,ZNGA,LBTYB
340,ZNGA,LBTYK
341,ZNGA,LBTYA
342,ZNGA,NWS
343,ZNGA,NWSA
344,ZNGA,LSXMA
345,ZNGA,LSXMK
346,ZNGA,LSXMB
347,XOM,CVX
348,XOM,RDS-A
349,XOM,RDS-B
350,XOM,TOT
351,XOM,PTR
352,XOM,BP
353,XOM,ENB
354,XOM,SNP
355,XOM,COP
356,XOM,EQNR
357,QCOM,TXN
358,QCOM,AVGO
359,QCOM,AMAT
360,QCOM,INTU
361,QCOM,MU
362,QCOM,AMD
363,QCOM,LRCX
364,QCOM,CSCO
365,QCOM,INTC
366,QCOM,FISV
367,VIPS,AMCR
368,VIPS,GPC
369,VIPS,NVR
370,VIPS,LB
371,VIPS,MGM
372,VIPS,DRI
373,VIPS,ROL
374,VIPS,KMX
375,VIPS,QSR
376,VIPS,XPEV
377,CSCO,INTC
378,CSCO,ADBE
379,CSCO,AVGO
380,CSCO,ASML
381,CSCO,TXN
382,CSCO,QCOM
383,CSCO,AMAT
384,CSCO,INTU
385,CSCO,MU
386,CSCO,AMD
387,AXP,HSBC
388,AXP,TD
389,AXP,GS
390,AXP,BLK
391,AXP,LFC
392,AXP,SCHW
393,AXP,RY
394,AXP,HDB
395,AXP,GS-PN
396,BMY,AZN
397,BMY,MDT
398,BMY,NVO
399,BMY,CVS
400,BMY,TMO
401,BMY,DHR
402,BMY,LLY
403,BMY,ANTM
404,BMY,SYK
405,BMY,GSK
406,V,JPM
407,V,MA
408,V,BAC
409,V,BRK-A
410,V,BRK-B
411,V,WFC
412,V,MS
413,V,RY
414,V,SCHW
415,GRPN,ACMR
416,GRPN,MTLS
417,GRPN,EXTR
418,GRPN,QADB
419,GRPN,CSGS
420,GRPN,PLUS
421,GRPN,ACLS
422,GRPN,QADA
423,GRPN,FORTY
424,GRPN,CMBM
425,GERN,SEEL
426,GERN,LABP
427,GERN,SGTX
428,GERN,TXMD
429,GERN,AMYT
430,GERN,APTO
431,GERN,JNCE
432,GERN,ATNX
433,GERN,ICAD
434,GERN,SIEN
435,KEY,STT-PG
436,KEY,RF
437,KEY,STT-PD
438,KEY,CFG
439,KEY,HIG-PG
440,KEY,MTB
441,KEY,HIG
442,KEY,CS
443,KEY,KB
444,KEY,IX
445,RF,STT-PD
446,RF,KEY
447,RF,STT-PG
448,RF,CFG
449,RF,HIG-PG
450,RF,MTB
451,RF,KB
452,RF,IX
453,RF,HIG
454,RF,ALLY
455,KR,FMX
456,KR,TSN
457,KR,CCEP
458,KR,HRL
459,KR,EDU
460,KR,MKC-V
461,KR,MKC
462,KR,TAL
463,KR,K
464,KR,CLX
465,HAL,DVN
466,HAL,PBA
467,HAL,OKE
468,HAL,CVE
469,HAL,EC
470,HAL,HES
471,HAL,OXY
472,HAL,BKR
473,HAL,ET
474,HAL,ETP-PE
475,BABA,HD
476,BABA,DIS
477,BABA,NKE
478,BABA,TM
479,BABA,MCD
480,BABA,LOW
481,BABA,TJX
482,BABA,GM
483,BABA,CPNG
484,BABA,NIO
485,MRO,TRGP
486,MRO,WES
487,MRO,SSL
488,MRO,PSXP
489,MRO,MMP
490,MRO,CCJ
491,MRO,CLR
492,MRO,XEC
493,MRO,OVV
494,MRO,COG
495,GILD,MRNA
496,GILD,ISRG
497,GILD,ILMN
498,GILD,VRTX
499,GILD,REGN
500,GILD,ALGN
501,GILD,WBA
502,GILD,IDXX
503,GILD,BNTX
504,GILD,BIIB
505,GM,TJX
506,GM,CPNG
507,GM,NIO
508,GM,CCZ
509,GM,STLA
510,GM,HMC
511,GM,RACE
512,GM,F
513,GM,LVS
514,GM,CVNA
515,FCX,APD
516,FCX,ECL
517,FCX,SCCO
518,FCX,NEM
519,FCX,SHW
520,FCX,DOW
521,FCX,DD
522,FCX,PPG
523,FCX,GOLD
524,FCX,CRH
525,CRM,ACN
526,CRM,ORCL
527,CRM,SAP
528,CRM,SHOP
529,CRM,IBM
530,CRM,SONY
531,CRM,SQ
532,CRM,NOW
533,CRM,FIS
534,CRM,UBER
535,ATVI,NTES
536,ATVI,BIDU
537,ATVI,ZM
538,ATVI,VOD
539,ATVI,ABNB
540,ATVI,ROKU
541,ATVI,EA
542,ATVI,MTCH
543,ATVI,BILI
544,ATVI,LBRDA
545,SQ,NOW
546,SQ,FIS
547,SQ,SONY
548,SQ,UBER
549,SQ,IBM
550,SQ,INFY
551,SQ,DELL
552,SQ,SHOP
553,SQ,VMW
554,SQ,ABB
555,NUE,FNV
556,NUE,PKX
557,NUE,VMC
558,NUE,MT
559,NUE,NTR
560,NUE,MLM
561,NUE,CTVA
562,NUE,IFF
563,NUE,LYB
564,NUE,WPM
565,SWN,HP
566,SWN,AR
567,SWN,MTDR
568,SWN,MUR
569,SWN,CNX
570,SWN,MGY
571,SWN,ETRN
572,SWN,RRC
573,SWN,SUN
574,SWN,ENBL
575,LOW,MCD
576,LOW,TJX
577,LOW,GM
578,LOW,TM
579,LOW,NKE
580,LOW,CPNG
581,LOW,NIO
582,LOW,CCZ
583,LOW,STLA
584,LOW,HMC
585,RAD,HNGR
586,RAD,HEXO
587,RAD,CRY
588,RAD,RFL
589,RAD,AMRX
590,RAD,AAC
591,RAD,KDMN
592,RAD,BKD
593,RAD,CO
594,RAD,GTS
595,VEON,IHRT
596,VEON,CARG
597,VEON,VG
598,VEON,CDLX
599,VEON,MOMO
600,VEON,LILA
601,VEON,LILAK
602,VEON,DOYU
603,VEON,CMPR
604,VEON,CCOI
605,SLB,E
606,SLB,PXD
607,SLB,EOG
608,SLB,CNQ
609,SLB,KMI
610,SLB,TRP
611,SLB,MPC
612,SLB,EPD
613,SLB,PSX
614,SLB,CEO
615,FLEX,RUN
616,FLEX,PCTY
617,FLEX,KC
618,FLEX,RP
619,FLEX,PEGA
620,FLEX,MCFE
621,FLEX,PFPT
622,FLEX,DBX
623,FLEX,AZPN
624,FLEX,DOX
625,FOXA,FOX
626,FOXA,IAC
627,FOXA,YNDX
628,FOXA,DISH
629,FOXA,SIRI
630,FOXA,VIACA
631,FOXA,VIAC
632,FOXA,TTWO
633,FOXA,WMG
634,FOXA,DISCB
635,ABBV,MRK
636,ABBV,ABT
637,ABBV,NVS
638,ABBV,PFE
639,ABBV,LLY
640,ABBV,DHR
641,ABBV,TMO
642,ABBV,NVO
643,ABBV,MDT
644,ABBV,BMY
645,GIS,ADM
646,GIS,BF-A
647,GIS,BF-B
648,GIS,HSY
649,GIS,TAL
650,GIS,SYY
651,GIS,KMB
652,GIS,STZ
653,GIS,STZ-B
654,GIS,TSN
655,VZ,T
656,VZ,SE
657,VZ,SNAP
658,VZ,TWLO
659,VZ,RELX
660,VZ,AMX
661,VZ,AMOV
662,VZ,SPOT
663,VZ,BCE
664,VZ,TWTR
665,XRX,ASAN
666,XRX,PRSP
667,XRX,BB
668,XRX,FSLY
669,XRX,VZIO
670,XRX,WK
671,XRX,DOCN
672,XRX,TDC
673,XRX,SWCH
674,XRX,ATC
675,CVLT,FATBW
676,CVLT,ARRY
677,CVLT,ALKT
678,CVLT,BAND
679,CVLT,KLIC
680,CVLT,BLKB
681,CVLT,EXLS
682,CVLT,CRSR
683,CVLT,DIOD
684,CVLT,PS
685,X,OLN
686,X,AA
687,X,TX
688,X,BAK
689,X,AXTA
690,X,HUN
691,X,MDU
692,X,APA
693,X,ICL
694,X,EXP
695,MAT,CHDN
696,MAT,DOOO
697,MAT,WISH
698,MAT,TXRH
699,MAT,WOOF
700,MAT,COLM
701,MAT,CROX
702,MAT,FOXF
703,MAT,MLCO
704,MAT,GNTX
705,DVN,PBA
706,DVN,CVE
707,DVN,HAL
708,DVN,TPL
709,DVN,TS
710,DVN,OKE
711,DVN,CLR
712,DVN,MMP
713,DVN,SSL
714,DVN,EC
715,IBN,PUK
716,IBN,AON
717,IBN,MET
718,IBN,UBS
719,IBN,PGR
720,IBN,AEB
721,IBN,SCHW-PC
722,IBN,SCHW-PD
723,IBN,MCO
724,IBN,BMO
725,MPC,KMI
726,MPC,PSX
727,MPC,CNQ
728,MPC,PXD
729,MPC,SU
730,MPC,E
731,MPC,SLB
732,MPC,VLO
733,MPC,WMB
734,MPC,EOG
735,PM,UL
736,PM,BUD
737,PM,EL
738,PM,TGT
739,PM,DEO
740,PM,MO
741,PM,BTI
742,PM,CL
743,PM,KO
744,PM,DG
745,MSCI,ALL
746,MSCI,TRV
747,MSCI,BBVA
748,MSCI,MFC
749,MSCI,AFL
750,MSCI,BBD
751,MSCI,BBDO
752,MSCI,PRU
753,MSCI,MFG
754,MSCI,BCS
755,RDN,BKU
756,RDN,AB
757,RDN,NEA
758,RDN,APAM
759,RDN,LDI
760,RDN,CBU
761,RDN,HLI
762,RDN,FNB
763,RDN,CEF
764,RDN,PSTH
765,KO,UL
766,KO,PM
767,KO,BUD
768,KO,PG
769,KO,EL
770,KO,TGT
771,KO,DEO
772,KO,MO
773,KO,BTI
774,KO,WMT
775,SRC,CUZ
776,SRC,PK
777,SRC,RYN
778,SRC,DEI
779,SRC,SLG
780,SRC,COR
781,SRC,DCT
782,SRC,STAG
783,SRC,NRZ
784,SRC,HHC
785,COP,SNP
786,COP,ENB
787,COP,EQNR
788,COP,BP
789,COP,PBR-A
790,COP,CEO
791,COP,EPD
792,COP,TRP
793,COP,EOG
794,CHK,NFG
795,CHK,CHX
796,CHK,AM
797,CHK,SHI
798,CHK,DCP
799,CHK,UGP
800,CHK,FTI
801,CHK,EQT
802,CHK,HFC
803,CHK,SHLX
804,DIS,HD
805,DIS,NKE
806,DIS,TM
807,DIS,MCD
808,DIS,LOW
809,DIS,TJX
810,DIS,GM
811,DIS,CPNG
812,DIS,NIO
813,DIS,CCZ
814,LEN,LEN-B
815,LEN,AZO
816,LEN,CCL
817,LEN,W
818,LEN,HLT
819,LEN,VFC
820,LEN,BBY
821,LEN,YUM
822,LEN,BLL
823,LEN,MGA
824,CVX,XOM
825,CVX,RDS-A
826,CVX,RDS-B
827,CVX,TOT
828,CVX,PTR
829,CVX,BP
830,CVX,ENB
831,CVX,SNP
832,CVX,COP
833,CVX,EQNR
834,PYPL,ASAX
835,PYPL,CME
836,PYPL,TROW
837,PYPL,WLTW
838,PYPL,SIVB
839,PYPL,FITB
840,PYPL,IBKR
841,PYPL,HBANN
842,PYPL,NDAQ
843,PYPL,XP
844,AUY,AVNT
845,AUY,MP
846,AUY,GRA
847,AUY,ASH
848,AUY,KWR
849,AUY,TRQ
850,AUY,UNVR
851,AUY,AG
852,AUY,CC
853,AUY,ESI
854,WMT,PG
855,WMT,KO
856,WMT,UL
857,WMT,PM
858,WMT,BUD
859,WMT,EL
860,WMT,TGT
861,WMT,DEO
862,WMT,MO
863,WMT,BTI
864,CLF,KL
865,CLF,GGB
866,CLF,RS
867,CLF,KGC
868,CLF,AU
869,CLF,CF
870,CLF,GFI
871,CLF,ICL
872,CLF,RPM
873,CLF,CX
874,MRK,NVS
875,MRK,ABBV
876,MRK,LLY
877,MRK,ABT
878,MRK,DHR
879,MRK,TMO
880,MRK,PFE
881,MRK,NVO
882,MRK,MDT
883,MRK,BMY
884,MDLZ,KHC
885,MDLZ,MNST
886,MDLZ,DLTR
887,MDLZ,NWL
888,MDLZ,CASY
889,MDLZ,BUFF
890,MDLZ,FRPT
891,MDLZ,BYND
892,MDLZ,PPC
893,MDLZ,OLLI
894,MGM,GPC
895,MGM,AMCR
896,MGM,VIPS
897,MGM,NVR
898,MGM,LB
899,MGM,DRI
900,MGM,ROL
901,MGM,KMX
902,MGM,QSR
903,MGM,XPEV
904,GFI,ICL
905,GFI,AU
906,GFI,KGC
907,GFI,APA
908,GFI,AXTA
909,GFI,BAK
910,GFI,TX
911,GFI,AA
912,GFI,CLF
913,KGC,AU
914,KGC,GFI
915,KGC,CLF
916,KGC,ICL
917,KGC,KL
918,KGC,GGB
919,KGC,RS
920,KGC,APA
921,KGC,AXTA
922,KGC,BAK
923,SCHW,BLK
924,SCHW,RY
925,SCHW,TD
926,SCHW,HSBC
927,SCHW,AXP
928,SCHW,GS
929,SCHW,LFC
930,SCHW,MS
931,SCHW,HDB
932,NBR,ESTE
933,NBR,KRP
934,NBR,WTTR
935,NBR,GLF
936,NBR,HLX
937,NBR,CAPL
938,NBR,ARCH
939,NBR,NVGS
940,NBR,SRLP
941,NBR,GLP
942,NVDA,ASML
943,NVDA,ADBE
944,NVDA,INTC
945,NVDA,CSCO
946,NVDA,AVGO
947,NVDA,TXN
948,NVDA,QCOM
949,NVDA,AMAT
950,NVDA,INTU
951,NVDA,MU
952,JNJ,UNH
953,JNJ,PFE
954,JNJ,ABT
955,JNJ,ABBV
956,JNJ,MRK
957,JNJ,NVS
958,JNJ,LLY
959,JNJ,DHR
960,JNJ,TMO
961,JNJ,NVO
962,WDC,TER
963,WDC,STX
964,WDC,QRVO
965,WDC,ZS
966,WDC,APP
967,WDC,DDOG
968,WDC,TRMB
969,WDC,STNE
970,WDC,CDW
971,WDC,SPLK
972,BSX,HUM
973,BSX,EW
974,BSX,TAK
975,BSX,HCA
976,BSX,BDX
977,BSX,PHG
978,BSX,IQV
979,BSX,BAX
980,BSX,ZTS
981,BSX,CNC
982,ON,LYFT
983,ON,ENPH
984,ON,WIX
985,ON,CHKP
986,ON,ZI
987,ON,MDB
988,ON,MPWR
989,ON,ENTG
990,ON,COUP
991,ON,PTC
992,ITUB,CM
993,ITUB,SMFG
994,ITUB,LYG
995,ITUB,ING
996,ITUB,BK
997,ITUB,SCHW-PD
998,ITUB,SCHW-PC
999,ITUB,AEB
1000,ITUB,AIG
1001,ITUB,BCS
1002,BK,LYG
1003,BK,AIG
1004,BK,BCS
1005,BK,CM
1006,BK,ITUB
1007,BK,PRU
1008,BK,BBDO
1009,BK,BBD
1010,BK,MFC
1011,BK,SMFG
1012,HMY,SCL
1013,HMY,BCC
1014,HMY,MTX
1015,HMY,LTHM
1016,HMY,TSE
1017,HMY,BVN
1018,HMY,AGI
1019,HMY,NGVT
1020,HMY,CBT
1021,HMY,SXT
1022,APA,AXTA
1023,APA,BAK
1024,APA,TX
1025,APA,AA
1026,APA,ICL
1027,APA,OLN
1028,APA,GFI
1029,APA,HUN
1030,APA,MDU
1031,HOME,MYTE
1032,HOME,DDS
1033,HOME,BKE
1034,HOME,ANF
1035,HOME,SKY
1036,HOME,VNE
1037,HOME,JMIA
1038,HOME,BOOT
1039,HOME,MHO
1040,HOME,SAH
1041,NGD,SILV
1042,NGD,CCF
1043,NGD,SVM
1044,NGD,MMX
1045,NGD,MAG
1046,NGD,TGB
1047,NGD,BIOX
1048,NGD,SMTS
1049,NGD,AXU
1050,NGD,MTA
1051,KOS,DRQ
1052,KOS,DNOW
1053,KOS,VET
1054,KOS,RES
1055,KOS,TGP
1056,KOS,CRK
1057,KOS,ERF
1058,KOS,GLOG-PA
1059,KOS,BCEI
1060,KOS,GEL
1061,DAL,EFX
1062,DAL,KSU
1063,DAL,ROK
1064,DAL,AME
1065,DAL,WCN
1066,DAL,ZTO
1067,DAL,TDG
1068,DAL,OTIS
1069,DAL,URI
1070,DAL,GWW
1071,INFY,DELL
1072,INFY,VMW
1073,INFY,ABB
1074,INFY,UBER
1075,INFY,FIS
1076,INFY,NOW
1077,INFY,SNOW
1078,INFY,SQ
1079,INFY,TEL
1080,INFY,HPQ
1081,CCL,W
1082,CCL,LEN
1083,CCL,LEN-B
1084,CCL,BBY
1085,CCL,AZO
1086,CCL,BLL
1087,CCL,MGA
1088,CCL,CHWY
1089,CCL,HLT
1090,CCL,VFC
1091,MFGP,AVYA
1092,MFGP,MAXR
1093,MFGP,DDD
1094,MFGP,SEMR
1095,MFGP,EB
1096,MFGP,PING
1097,MFGP,PAR
1098,MFGP,KN
1099,MFGP,ZUO
1100,MFGP,MXL
1101,PBR,PBR-A
1102,PBR,CEO
1103,PBR,EPD
1104,PBR,TRP
1105,PBR,EQNR
1106,PBR,EOG
1107,PBR,SLB
1108,PBR,E
1109,PBR,COP
1110,PBR,PXD
1111,DISCA,DISCB
1112,DISCA,WMG
1113,DISCA,LSXMB
1114,DISCA,LSXMK
1115,DISCA,LSXMA
1116,DISCA,NWSA
1117,DISCA,NWS
1118,DISCA,LBTYA
1119,DISCA,LBTYK
1120,LPI,TNK
1121,LPI,SOI
1122,LPI,REX
1123,LPI,CEIX
1124,LPI,BTU
1125,LPI,WTI
1126,LPI,SBR
1127,LPI,SGU
1128,LPI,DSSI
1129,LPI,TTI
1130,ABT,ABBV
1131,ABT,PFE
1132,ABT,MRK
1133,ABT,NVS
1134,ABT,LLY
1135,ABT,DHR
1136,ABT,TMO
1137,ABT,NVO
1138,ABT,MDT
1139,ABT,BMY
1140,FITB,IBKR
1141,FITB,SIVB
1142,FITB,HBANN
1143,FITB,NDAQ
1144,FITB,WLTW
1145,FITB,XP
1146,FITB,NTRS
1147,FITB,FITBI
1148,FITB,CINF
1149,PTEN,OAS
1150,PTEN,RTLR
1151,PTEN,CLNE
1152,PTEN,NBLX
1153,PTEN,CDEV
1154,PTEN,NESR
1155,PTEN,OMP
1156,PTEN,XOG
1157,PTEN,ALTM
1158,PTEN,BROG
1159,USB,SPGI
1160,USB,USB-PP
1161,USB,PNC
1162,USB,RY-PT
1163,USB,TFC
1164,USB,GS-PN
1165,USB,CB
1166,USB,BNS
1167,USB,HDB
1168,USB,WBK
1169,BA,CAT
1170,BA,RTX
1171,BA,DE
1172,BA,UNP
1173,BA,MMM
1174,BA,GE
1175,BA,HON
1176,BA,LMT
1177,BA,UPS
1178,BA,FDX
1179,GGB,KL
1180,GGB,RS
1181,GGB,CLF
1182,GGB,CF
1183,GGB,KGC
1184,GGB,AU
1185,GGB,RPM
1186,GGB,CX
1187,GGB,GFI
1188,GGB,ACH
1189,JBLU,ESLT
1190,JBLU,SAIA
1191,JBLU,GTLS
1192,JBLU,CAR
1193,JBLU,WSC
1194,JBLU,TTEK
1195,JBLU,BHFAL
1196,JBLU,LSTR
1197,JBLU,SRCL
1198,JBLU,UPWK
1199,EBAY,ORLY
1200,EBAY,LULU
1201,EBAY,HTHT
1202,EBAY,ROST
1203,EBAY,MAR
1204,EBAY,TCOM
1205,EBAY,EXPE
1206,EBAY,PTON
1207,EBAY,OZON
1208,EBAY,TSCO
1209,HBAN,CG
1210,HBAN,ACGL
1211,HBAN,MKTX
1212,HBAN,ACGLP
1213,HBAN,ACGLO
1214,HBAN,SBNY
1215,HBAN,PFG
1216,HBAN,HBANO
1217,HBAN,FUTU
1218,HBAN,TW
1219,DB,AJG
1220,DB,STT
1221,DB,BSBR
1222,DB,LU
1223,DB,AMP
1224,DB,SYF
1225,DB,SLF
1226,DB,NWG
1227,DB,FRC
1228,DB,KKR
1229,MRVL,TTD
1230,MRVL,XLNX
1231,MRVL,MB
1232,MRVL,ANSS
1233,MRVL,SWKS
1234,MRVL,GRMN
1235,MRVL,FTNT
1236,MRVL,CDNS
1237,MRVL,ZBRA
1238,MRVL,OKTA
1239,WBA,ALGN
1240,WBA,IDXX
1241,WBA,BNTX
1242,WBA,REGN
1243,WBA,BIIB
1244,WBA,VRTX
1245,WBA,ILMN
1246,WBA,ALXN
1247,WBA,DXCM
1248,WBA,MRNA
1249,CDNA,LIVN
1250,CDNA,CVET
1251,CDNA,HCM
1252,CDNA,ARNA
1253,CDNA,INNV
1254,CDNA,AGIO
1255,CDNA,LEGN
1256,CDNA,ICUI
1257,CDNA,ALLO
1258,CDNA,IMAB
1259,KNX,WMS
1260,KNX,DCI
1261,KNX,VRT
1262,KNX,TFII
1263,KNX,MTZ
1264,KNX,ADT
1265,KNX,IAA
1266,KNX,ALK
1267,KNX,ITT
1268,KNX,AZEK
1269,KBH,ALSN
1270,KBH,CRI
1271,KBH,GOOS
1272,KBH,ADNT
1273,KBH,GPK
1274,KBH,M
1275,KBH,MTH
1276,KBH,TNL
1277,KBH,MDC
1278,KBH,ELY
1279,DISCK,DISCB
1280,DISCK,DISCA
1281,DISCK,WMG
1282,DISCK,LSXMB
1283,DISCK,LSXMK
1284,DISCK,LSXMA
1285,DISCK,NWSA
1286,DISCK,NWS
1287,DISCK,LBTYA
1288,DISCK,LBTYK
1289,PGR,MCO
1290,PGR,BMO
1291,PGR,BX
1292,PGR,MET
1293,PGR,ICE
1294,PGR,AON
1295,PGR,PUK
1296,PGR,IBN
1297,PGR,SAN
1298,PGR,UBS
1299,MO,BTI
1300,MO,DEO
1301,MO,TGT
1302,MO,EL
1303,MO,CL
1304,MO,DG
1305,MO,KDP
1306,MO,ABEV
1307,MO,STZ-B
1308,MO,STZ
1309,MDT,NVO
1310,MDT,TMO
1311,MDT,DHR
1312,MDT,LLY
1313,MDT,NVS
1314,MDT,BMY
1315,MDT,MRK
1316,MDT,AZN
1317,MDT,ABBV
1318,MDT,ABT
1319,RIG,LBRT
1320,RIG,CVI
1321,RIG,ENLC
1322,RIG,CPG
1323,RIG,WHD
1324,RIG,HEP
1325,RIG,BSM
1326,RIG,INT
1327,RIG,RRC
